T_TL_TIMELINE_DATA_UID,T_TL_TIMELINE_DATA_UID,process01,waiting1-2,processing02,waiting2-3,process03,waiting3-4,processing4,waiting4-5,processing5,waiting5-6,processing6,waiting6-7,processing7,waiting7-8,processing8,waiting8-9,processing9,
152531,152531,36,2,40,17,10,3,7,19,12,20,25,42,46,7,32,67,34,419
152533,152533,36,8,46,12,10,4,7,18,12,48,25,13,49,7,32,61,35,423
152535,152535,35,5,37,19,10,3,8,24,12,43,24,16,42,18,32,49,34,411
152537,152537,36,10,46,16,11,3,7,24,10,38,24,25,36,62,33,73,30,484
152539,152539,36,11,42,20,11,3,7,20,10,40,25,17,38,45,32,129,36,522
152541,152541,35,17,48,6,10,3,7,24,11,35,24,26,26,79,31,93,39,514
152543,152543,36,8,39,16,10,3,9,19,10,23,24,80,44,38,33,68,45,505
152545,152545,35,12,37,17,9,3,6,17,11,71,25,27,27,69,32,181,29,608
152546,152546,36,8,39,14,10,3,7,47,11,33,24,23,55,51,33,172,55,621
152548,152548,35,8,43,40,10,3,6,17,10,76,24,8,33,166,32,69,76,656
152552,152552,35,1,55,30,10,3,7,28,12,32,24,17,47,16,32,60,52,461
152554,152554,36,34,41,23,9,3,7,20,11,12,25,37,30,40,32,75,47,482
152557,152557,35,12,43,13,13,3,6,17,11,13,24,66,48,18,32,112,35,501
152558,152558,35,9,44,11,10,3,7,17,11,83,26,66,28,9,32,63,35,489
152560,152560,36,9,45,7,10,3,8,57,12,77,25,31,25,24,33,44,33,479
152562,152562,36,7,40,8,10,31,9,72,10,35,24,48,28,17,33,33,36,477
152563,152563,35,6,43,59,11,14,7,29,12,56,24,41,29,18,32,25,44,485
152565,152565,35,86,43,8,9,3,7,25,11,49,24,43,28,8,33,31,30,473
152568,152568,36,6,41,17,10,3,7,24,12,50,24,39,28,6,32,30,32,397
152569,152569,35,10,39,23,10,3,7,27,10,47,24,30,25,15,33,30,38,406
152571,152571,35,15,41,23,10,2,9,20,11,38,24,40,28,12,32,37,45,422
152572,152572,35,23,45,7,10,3,7,18,11,43,24,42,26,61,32,66,40,493
152574,152574,35,9,45,8,10,3,8,21,10,45,25,62,31,18,33,83,40,486
152576,152576,35,111,39,14,11,4,8,21,11,11,25,7,27,20,32,64,34,474
152579,152579,35,13,44,11,9,3,8,19,12,43,25,36,30,28,32,74,32,454
152580,152580,36,10,44,12,10,4,6,18,10,43,25,22,31,35,32,69,27,434
152581,152581,35,9,45,11,10,3,7,23,9,21,24,14,40,50,33,54,36,424
152583,152583,35,12,43,11,11,4,6,16,13,27,24,20,29,38,32,58,35,414
152584,152584,35,11,44,10,9,3,7,17,10,14,24,32,29,28,33,74,37,417
152585,152585,36,12,40,8,27,4,6,19,12,20,25,24,26,10,33,70,33,405
152587,152587,35,8,49,17,12,3,7,51,10,44,24,18,28,10,33,69,33,451
152588,152588,36,15,33,56,14,4,24,21,11,36,24,8,42,4,32,43,30,433
152592,152592,35,156,46,26,35,3,9,24,11,121,25,38,25,16,32,14,44,660
152594,152594,36,59,49,7,12,3,9,83,11,32,25,40,34,21,33,46,36,536
152596,152596,35,19,42,67,9,3,8,53,12,24,25,16,44,21,33,47,39,497
152597,152597,35,61,54,51,10,3,7,16,11,42,24,20,28,18,32,32,52,496
152598,152598,36,68,42,7,10,3,7,18,13,14,25,46,30,8,32,59,40,458
152600,152600,36,5,42,11,10,3,7,24,10,20,25,42,27,27,32,62,35,418
152602,152602,36,7,45,14,9,3,7,19,12,25,25,63,40,19,34,125,31,514
152604,152604,35,10,40,16,9,3,7,17,10,73,25,27,48,60,33,61,40,514
152606,152606,36,8,48,13,12,3,9,36,10,57,24,83,49,22,34,2473,30,2947
152607,152607,36,12,46,41,15,3,8,18,10,127,25,17,42,2573,33,54,35,3095
152608,152608,36,40,37,22,11,2,8,102,11,56,26,2470,36,138,33,72,31,3131
152610,152610,36,14,45,21,11,61,7,47,11,2507,25,46,61,123,33,35,32,3115
152611,152611,35,19,45,2664,13,4,9,22,17,58,25,36,31,12,32,44,34,3100
152612,152612,36,2768,31,7,11,4,8,25,11,10,25,13,29,14,32,25,35,3084
152615,152615,36,5,45,57,10,2,7,18,11,15,25,20,45,4,33,35,36,404
152616,152616,36,60,37,14,11,3,9,20,10,31,25,20,43,13,33,54,35,454
152619,152619,35,1,38,19,9,3,7,20,9,20,25,37,27,51,33,40,41,415
152620,152620,36,10,39,16,10,2,8,19,11,17,25,21,50,29,33,64,37,427
152622,152622,36,10,45,10,10,3,9,18,11,58,25,24,26,10,32,60,35,422
152623,152623,36,6,41,15,10,2,8,36,11,39,24,20,26,17,32,56,35,414
152624,152624,35,11,40,33,11,3,7,18,10,25,25,24,40,9,33,54,36,414
152625,152625,36,27,39,15,10,2,8,18,10,37,25,12,39,16,32,45,39,410
152626,152626,35,8,49,11,20,4,9,21,10,22,24,11,30,20,32,44,35,385
152628,152628,36,5,47,22,10,2,7,18,13,17,26,13,41,25,32,25,39,378
152630,152630,36,18,42,14,13,2,8,19,12,25,25,16,40,5,32,30,41,378
152632,152632,35,8,39,20,10,3,7,18,11,21,25,15,39,5,32,86,61,435
152634,152634,35,12,42,14,9,3,6,18,11,15,24,16,37,10,32,117,53,454
152636,152636,35,8,38,14,9,4,6,19,11,9,25,17,42,24,43,110,74,488
152638,152638,35,11,42,9,10,3,8,16,10,25,25,8,47,42,32,195,36,554
152640,152640,35,4,38,13,10,3,7,17,10,38,24,17,38,53,32,172,37,548
152641,152641,35,7,48,7,10,2,8,18,10,46,24,26,31,138,33,73,37,553
152643,152643,35,4,104,8,11,3,8,75,10,30,24,7,30,71,34,62,44,560
152645,152645,35,5,38,18,13,38,7,18,11,23,24,13,33,67,32,90,36,501
152646,152646,35,42,36,26,13,3,7,18,11,20,25,36,27,49,33,84,40,505
152648,152648,35,19,42,15,10,3,8,22,11,15,24,37,26,65,32,68,33,465
152650,152650,35,10,44,15,10,3,6,17,11,21,24,46,31,44,32,78,31,458
152652,152652,36,10,48,6,10,3,15,20,20,11,24,49,29,33,32,73,43,462
152654,152654,35,9,51,20,10,3,8,17,11,22,25,35,33,29,33,73,40,454
152655,152655,36,35,42,5,12,3,7,17,11,17,25,54,38,10,31,68,38,449
152657,152657,35,3,44,8,11,4,7,17,10,53,24,15,45,15,32,93,36,452
152659,152659,36,7,44,9,11,3,7,26,11,39,24,29,45,11,32,88,29,451
152660,152660,35,5,40,24,11,3,8,17,11,54,25,18,45,29,32,57,55,469
152661,152661,35,21,47,11,11,5,7,24,12,46,24,11,45,21,33,91,31,475
152663,152663,35,11,40,22,11,4,8,21,10,36,24,21,86,16,33,49,33,460
152665,152665,35,13,41,19,11,3,7,19,11,22,25,75,32,29,32,832,25,1231
152667,152667,35,14,59,6,10,4,8,16,11,54,24,19,29,53,34,808,25,1209
152669,152669,35,21,45,21,12,4,8,18,10,20,24,45,33,793,33,38,26,1186
152670,152670,36,23,41,15,11,3,7,17,10,36,24,794,34,10,32,39,28,1160
152673,152673,36,6,35,19,9,4,7,19,11,795,25,14,45,4,33,37,29,1128
152674,152674,35,23,37,779,11,2,7,20,11,45,24,7,31,5,32,18,37,1124
152676,152676,36,794,40,6,11,3,11,18,10,10,24,10,27,6,33,43,29,1111
152681,152681,36,3,42,12,10,3,7,20,10,12,24,11,27,19,32,45,30,343
152682,152682,35,7,45,11,10,3,7,20,10,13,24,6,28,5,32,51,27,334
152684,152684,36,6,39,17,10,3,7,21,10,10,24,18,32,6,32,35,32,338
152685,152685,35,11,38,15,11,3,6,18,10,20,25,8,33,18,33,31,43,358
152686,152686,35,8,31,23,12,3,7,19,11,14,24,14,26,5,32,52,37,353
152688,152688,35,61,53,6,10,3,7,17,10,28,25,33,28,16,32,52,37,453
152690,152690,34,2,35,11,12,2,8,17,10,26,24,18,58,8,32,50,28,375
152692,152692,35,3,38,16,9,6,6,18,10,9,25,40,29,28,33,41,31,377
152694,152694,36,6,38,18,9,3,7,18,9,18,25,11,31,32,33,48,38,380
152696,152696,35,8,40,13,9,2,7,21,11,14,24,6,32,22,31,66,41,382
152698,152698,35,4,33,14,18,3,6,17,9,20,25,23,36,20,32,43,36,374
152699,152699,36,3,36,7,9,5,8,16,11,41,26,22,31,6,33,50,29,369
152701,152701,36,15,79,5,10,3,7,15,9,22,25,11,39,8,32,50,30,396
152703,152703,35,9,39,22,10,3,7,19,12,38,24,9,27,63,32,30,36,415
152704,152704,35,18,38,13,10,2,7,20,11,14,24,9,35,61,33,49,36,415
152707,152707,34,2,40,15,9,3,7,16,10,17,24,17,36,36,32,61,34,393
152708,152708,35,9,41,9,11,3,7,16,9,49,25,48,27,10,32,186,42,559
152710,152710,35,8,39,28,9,4,7,29,11,34,25,20,37,140,32,57,44,559
152712,152712,35,32,46,11,9,3,6,19,11,33,24,123,29,32,32,81,38,564
152717,152717,35,14,34,48,11,3,8,13,12,14,25,7,25,5,32,85,30,401
152718,152718,35,45,52,6,10,2,7,12,12,16,24,10,33,5,32,69,30,400
152728,152728,31,16,50,43,26,3,7,40,15,62,24,7,27,5,26,41,32,455
152730,152730,32,56,47,9,10,26,10,68,10,17,24,10,33,6,26,26,30,440
152732,152732,32,63,42,6,15,2,7,23,11,20,24,18,35,9,26,24,33,390
152734,152734,31,31,41,6,10,3,7,14,10,16,25,14,39,8,26,29,31,341
152736,152736,32,10,46,7,15,2,7,16,10,19,24,8,31,7,26,21,40,321
152737,152737,31,15,40,14,12,3,6,17,9,14,24,8,40,10,27,22,33,325
152738,152738,31,12,38,15,12,3,5,16,10,21,24,8,31,6,26,32,53,343
152739,152739,32,14,38,12,10,3,9,16,10,17,24,9,33,6,27,45,29,334
152740,152740,32,11,41,11,12,3,6,16,10,17,25,7,31,11,26,35,31,325
152741,152741,32,12,42,10,11,2,7,16,10,14,25,5,34,8,26,32,30,316
152742,152742,32,15,40,6,10,3,5,19,10,11,25,6,34,11,27,29,33,316
152743,152743,32,10,36,12,10,2,7,17,13,12,26,8,33,15,26,27,34,320
152744,152744,32,10,40,12,11,2,9,17,9,12,25,8,32,14,26,40,37,336
152745,152745,32,12,41,14,9,2,6,16,10,13,25,283,26,22,27,37,26,601
152746,152746,31,15,42,6,9,2,7,16,13,20,25,258,26,21,27,51,26,595
152747,152747,31,6,87,5,9,3,5,18,11,216,24,18,26,18,26,45,29,577
152748,152748,32,5,38,14,9,2,6,20,12,199,24,17,40,17,26,36,28,525
152749,152749,31,13,38,23,11,2,7,168,10,22,25,44,41,6,26,25,25,517
152750,152750,31,21,45,84,10,63,8,17,9,79,25,7,25,10,27,28,29,518
152751,152751,32,102,40,22,10,26,7,67,10,31,24,21,27,27,27,23,25,521
152752,152752,32,36,36,5,9,58,7,23,14,23,25,36,26,6,26,1058,27,1447
152753,152753,32,16,41,34,11,2,7,27,11,36,24,22,32,931,26,132,30,1414
152754,152754,32,66,41,5,9,3,6,11,10,28,24,939,37,85,26,72,30,1424
152755,152755,32,8,36,6,9,3,6,16,11,945,26,101,26,13,26,67,59,1390
152756,152756,31,9,39,948,17,3,13,28,10,23,25,115,28,14,26,68,32,1429
152757,152757,32,976,39,8,10,3,8,19,16,13,26,105,34,13,26,64,32,1424
152771,152771,32,13,78,6,10,3,6,21,9,28,25,48,44,14,26,62,34,459
152773,152773,32,45,58,7,11,4,16,19,10,16,24,36,29,25,27,80,50,489
152775,152775,31,7,46,12,62,4,8,20,10,32,25,12,41,4,26,122,29,491
152777,152777,32,15,40,27,10,32,7,27,11,27,25,26,55,7,26,89,33,489
152779,152779,32,48,53,18,9,3,6,20,13,31,25,30,29,88,27,34,30,496
152781,152781,31,33,51,6,21,3,6,16,10,11,25,42,36,59,27,43,31,451
152784,152784,31,2,41,13,10,3,6,18,10,37,24,44,32,17,27,58,29,402
152785,152785,32,15,44,9,9,3,6,17,9,47,24,26,45,18,27,45,27,403
152787,152787,32,13,39,10,11,2,7,22,11,31,25,49,36,23,27,34,36,408
152789,152789,32,10,48,10,10,3,6,15,9,28,25,64,55,8,26,42,31,422
152791,152791,32,18,37,11,8,2,7,18,10,24,25,83,30,13,27,38,29,412
152793,152793,32,7,39,12,10,3,6,18,10,30,25,72,35,14,27,28,29,397
152794,152794,32,12,41,10,9,3,6,18,10,41,25,63,31,18,25,29,39,412
152795,152795,32,11,78,6,11,3,7,16,10,16,25,53,30,17,26,64,36,441
152796,152796,31,13,37,8,12,2,7,14,9,17,24,56,29,22,26,91,39,437
152797,152797,32,6,40,8,10,3,6,17,9,21,25,117,23,15,27,44,43,446
152798,152798,32,14,41,6,9,2,6,16,10,24,24,105,27,23,26,77,38,480
152800,152800,31,7,45,7,9,3,7,31,9,48,24,64,29,19,26,83,47,489
152801,152801,32,16,43,17,9,3,6,25,9,48,25,39,28,38,26,112,35,511
152803,152803,32,18,42,17,10,2,7,23,10,46,24,36,28,89,27,83,37,531
152804,152804,32,16,65,7,9,2,6,16,10,37,24,37,29,96,28,74,35,523
152805,152805,31,30,50,7,10,3,7,19,9,27,25,88,34,57,26,57,32,512
152806,152806,32,18,39,10,9,3,6,16,10,84,25,53,32,31,27,60,46,501
152807,152807,32,8,40,14,9,3,14,49,11,69,25,27,34,41,26,66,32,500
152808,152808,32,21,42,7,9,26,7,58,10,34,24,61,39,16,26,63,29,504
152810,152810,32,22,45,7,8,42,6,29,10,60,24,72,40,13,26,78,40,554
152811,152811,32,16,38,12,25,19,6,50,13,26,25,88,35,51,26,69,62,593
152813,152813,32,10,39,5,36,38,7,19,11,70,25,92,37,17,26,88,36,588
152814,152814,32,11,39,63,7,5,6,55,11,37,25,83,27,26,27,117,47,618
152815,152815,32,72,37,6,11,25,7,26,9,90,25,19,31,69,26,103,62,650
152819,152819,32,102,43,9,12,3,6,22,12,146,24,44,37,4,28,378,38,940
152821,152821,32,11,44,26,10,2,7,116,12,72,25,17,28,17,26,364,34,843
152823,152823,32,30,36,6,8,102,7,61,11,26,25,29,46,295,27,64,47,852
152824,152824,32,3,37,185,13,3,7,18,9,27,26,241,42,49,37,78,44,851
152825,152825,31,189,42,42,16,4,7,19,10,192,24,31,38,51,26,165,35,922
152829,152829,32,75,42,142,29,2,8,19,20,33,24,12,37,142,27,76,39,759
152832,152832,31,172,40,23,12,3,8,17,11,27,24,128,79,23,26,38,31,693
152834,152834,32,28,43,8,13,4,8,15,12,111,25,91,36,16,26,40,34,542
152836,152836,32,13,58,181,13,5,8,18,11,10,24,13,28,15,26,29,48,532
152837,152837,32,204,57,8,11,5,8,15,10,27,25,26,29,3,27,40,44,571
152841,152841,32,25,37,15,11,3,7,16,10,20,25,156,35,5,26,196,53,672
152843,152843,32,12,42,11,11,2,8,20,11,25,24,247,25,22,26,123,34,675
152844,152844,32,12,37,20,9,2,8,20,11,139,25,115,41,143,27,11,57,709
152846,152846,32,17,42,14,10,3,6,17,9,190,24,113,24,101,28,41,35,706
152847,152847,31,15,42,10,10,2,7,168,11,129,25,59,34,39,26,73,36,717
152848,152848,31,11,43,7,11,140,23,104,10,79,24,15,39,38,26,71,35,707
152849,152849,31,12,46,233,15,4,9,58,10,38,25,34,64,14,26,50,37,706
152850,152850,31,259,46,40,12,3,8,20,12,24,25,75,26,12,26,46,32,697
152853,152853,32,58,40,10,9,3,7,21,10,63,25,21,52,9,26,46,32,464
152855,152855,31,12,43,13,9,3,14,32,11,48,24,17,28,17,27,51,34,414
152856,152856,31,16,54,13,75,4,7,18,11,15,24,10,31,8,26,33,32,408
152858,152858,32,13,42,37,12,29,8,22,10,21,24,80,29,9,26,52,32,478
152860,152860,32,53,38,34,10,3,8,18,10,14,24,64,41,9,26,57,36,477
152862,152862,32,52,41,6,9,2,7,17,10,18,24,50,32,18,27,54,33,432
152864,152864,31,10,45,31,10,3,8,16,10,21,24,92,27,4,27,24,42,425
152866,152866,32,38,39,12,9,3,8,16,11,18,24,76,32,26,27,30,37,438
152869,152869,31,6,39,23,9,3,8,17,11,33,24,54,41,13,29,30,37,408
152870,152870,32,25,52,6,10,3,7,18,10,11,25,68,34,18,26,36,37,418
152872,152872,32,5,44,8,9,3,6,17,10,24,25,60,36,15,26,139,54,513
152873,152873,31,11,40,10,9,3,8,16,11,22,25,64,24,7,26,174,36,517
152875,152875,32,8,41,12,12,2,7,20,10,24,25,54,30,96,26,83,69,551
152877,152877,31,80,36,6,11,3,7,13,10,18,25,60,31,66,26,99,37,559
152879,152879,31,2,38,10,10,2,7,18,10,42,25,25,29,66,27,111,46,499
152880,152880,31,10,46,9,10,4,7,18,9,28,24,62,31,158,27,84,43,601
152882,152882,32,17,71,7,10,3,6,21,11,22,24,29,29,181,27,113,75,678
152883,152883,32,9,74,7,10,3,8,20,10,151,25,10,30,84,26,225,48,772
152885,152885,31,19,151,8,10,3,9,37,11,54,25,16,33,199,27,81,52,766
152887,152887,32,118,38,41,10,3,7,31,10,19,25,192,27,38,27,120,41,779
152889,152889,31,20,37,8,12,3,7,19,11,47,25,34,28,59,26,51,34,452
152890,152890,32,9,43,16,9,4,8,21,10,39,24,53,30,34,27,81,37,477
152892,152892,32,16,40,21,10,2,7,18,11,53,25,27,33,61,26,80,31,493
152894,152894,32,20,41,17,11,5,7,21,13,32,25,48,41,38,26,105,74,556
152896,152896,32,37,47,8,11,2,9,22,10,24,25,139,25,30,28,73,37,559
152898,152898,32,12,49,19,11,3,8,18,9,34,25,125,50,28,26,46,34,529
152900,152900,32,25,41,15,11,3,9,19,10,68,25,114,43,25,26,47,36,549
152901,152901,32,18,41,14,10,3,7,48,15,76,24,89,51,17,27,28,39,539
152902,152902,31,15,44,9,9,26,7,64,10,58,24,80,49,11,27,36,35,535
152904,152904,32,48,45,7,8,24,8,45,10,68,25,64,31,25,26,64,34,564
152907,152907,31,16,43,14,11,27,6,58,12,34,25,63,38,14,26,74,64,556
152908,152908,31,18,43,19,11,44,7,26,10,51,24,44,45,14,26,103,37,553
152910,152910,31,18,40,19,10,34,7,40,14,46,25,33,48,13,27,101,39,545
152912,152912,31,33,46,12,9,30,8,35,14,35,24,38,73,21,27,66,39,541
152913,152913,32,15,43,14,14,30,8,38,11,28,24,64,29,25,27,107,33,542
152915,152915,32,31,43,15,10,20,7,18,10,69,24,20,28,45,26,99,40,537
152917,152917,32,25,40,13,18,3,8,46,10,25,25,37,32,67,27,90,36,534
152918,152918,32,14,35,13,12,30,8,19,11,37,24,37,27,84,27,74,28,512
152921,152921,32,149,112,8,11,3,9,23,11,62,24,84,25,4,25,159,64,805
152922,152922,32,81,69,7,10,3,7,22,11,57,24,47,30,57,24,150,29,660
152925,152925,32,15,39,12,11,4,8,28,10,50,24,77,54,45,25,96,81,611
152926,152926,32,10,46,21,10,3,7,25,12,92,25,53,31,71,30,99,35,602
152927,152927,32,25,43,21,12,3,8,63,14,25,25,51,28,74,24,119,32,599
152928,152928,33,23,39,8,11,46,9,18,15,50,24,49,41,89,25,69,35,584
152929,152929,32,11,42,63,10,3,7,21,10,48,24,63,31,76,25,68,33,567
152931,152931,32,63,42,16,11,3,8,19,11,78,25,41,28,62,33,90,47,609
152933,152933,32,59,40,7,13,5,8,17,10,49,24,38,29,47,27,123,41,569
152934,152934,32,7,50,8,12,3,9,20,11,43,25,39,33,91,36,167,31,617
152935,152935,32,22,48,7,10,3,7,17,10,48,25,49,60,156,27,361,39,921
152937,152937,32,14,46,6,10,3,7,21,10,128,25,77,41,193,25,236,34,908
152938,152938,32,17,42,8,9,3,7,103,18,224,25,74,30,170,25,127,41,955
152940,152940,32,9,42,6,13,88,7,217,10,84,25,128,56,50,25,119,34,945
152941,152941,32,13,48,188,14,82,8,144,17,70,24,53,29,139,24,43,34,962
152943,152943,32,309,53,128,40,3,10,17,11,27,25,28,31,118,24,62,88,1006
152948,152948,32,230,45,16,17,4,8,21,12,60,24,37,57,9,24,82,36,714
152952,152952,33,22,45,21,13,3,7,51,12,42,25,22,40,38,25,66,35,500
152954,152954,32,24,42,15,11,23,7,31,11,29,25,29,38,58,24,92,34,525
152956,152956,32,14,44,46,13,3,7,20,11,15,25,56,35,52,25,72,30,500
152958,152958,32,66,44,7,11,3,7,23,10,21,25,29,39,57,25,57,43,499
152960,152960,33,11,68,7,11,3,6,18,11,25,24,12,46,32,25,72,32,436
152962,152962,32,40,46,8,11,4,7,18,11,30,24,6,31,27,24,76,31,426
152964,152964,33,14,71,7,10,3,7,18,11,29,24,34,29,7,25,36,32,390
152966,152966,32,17,44,7,11,2,9,18,10,26,24,21,55,12,25,47,38,398
152968,152968,32,13,50,6,11,4,7,18,11,21,24,36,28,12,24,55,48,400
152969,152969,32,22,41,9,11,3,8,18,13,12,25,29,39,11,25,63,35,396
152970,152970,32,12,53,8,11,3,8,19,10,30,24,6,26,9,25,72,32,380
152972,152972,32,19,44,11,11,3,7,19,10,23,24,31,28,12,26,71,45,416
152974,152974,32,12,45,12,10,3,7,21,10,17,25,25,28,21,25,76,31,400
152975,152975,32,70,44,8,13,3,9,18,11,16,25,12,47,25,25,55,36,449
152977,152977,32,15,44,14,12,3,7,21,10,25,25,9,51,14,25,46,34,387
152978,152978,32,17,45,16,13,4,8,19,12,35,24,7,30,21,25,69,31,408
152979,152979,32,34,49,7,12,3,8,19,11,15,25,51,48,13,25,132,30,514
152981,152981,32,19,52,6,11,3,9,18,12,24,24,46,38,9,24,127,28,482
152983,152983,32,26,44,7,11,3,37,16,11,14,25,20,26,79,25,58,27,461
152985,152985,32,10,55,32,10,3,26,21,10,17,25,9,28,56,25,208,30,597
152987,152987,33,45,51,26,12,3,9,17,11,16,25,55,41,190,26,624,32,1216
152989,152989,32,33,38,25,12,4,9,20,11,25,24,242,34,57,25,548,27,1166
152990,152990,32,379,42,6,10,3,8,14,12,29,25,8,28,436,25,56,23,1136
152997,152997,32,13,44,7,11,3,8,20,11,50,24,325,34,78,25,42,30,757
152998,152998,32,13,47,391,12,3,8,21,14,27,25,18,28,24,24,29,29,745
153000,153000,32,426,50,7,9,5,8,17,11,14,24,10,25,19,25,37,29,748
153008,153008,32,17,46,8,14,3,11,19,10,36,24,64,22,6,25,28,31,396
153009,153009,32,15,44,16,10,3,9,19,10,38,24,36,34,12,25,31,76,434
153011,153011,32,18,50,8,10,3,7,21,11,30,25,33,37,12,25,69,26,417
153012,153012,32,16,48,9,11,3,8,21,12,35,25,18,43,14,25,45,27,392
153014,153014,32,16,47,13,11,5,6,18,11,37,24,40,47,9,25,40,27,408
153016,153016,32,20,47,8,10,3,8,18,11,39,24,32,35,11,26,37,27,388
153018,153018,32,17,48,8,10,3,7,18,11,28,25,47,23,28,25,30,27,387
153019,153019,32,14,48,7,10,3,7,17,12,12,25,60,30,17,25,37,32,388
153021,153021,32,16,50,8,10,3,8,17,10,26,26,36,51,11,25,59,28,416
153022,153022,32,15,56,8,9,3,8,22,10,30,24,29,27,18,25,54,29,399
153024,153024,32,27,48,9,12,2,7,17,11,13,24,34,34,14,25,44,28,381
153026,153026,32,19,50,7,11,3,7,17,11,27,24,9,45,14,25,52,32,385
153027,153027,32,17,44,9,11,2,7,17,13,34,24,9,37,12,25,43,28,364
153031,153031,32,101,46,8,9,3,9,23,10,25,25,6,26,4,24,104,28,483
153034,153034,32,45,48,6,11,3,8,20,11,14,25,7,39,5,24,54,33,385
153036,153036,32,14,42,12,10,2,8,17,10,22,24,7,44,14,24,48,34,364
153038,153038,32,13,45,8,9,3,7,18,9,31,24,8,32,30,25,30,30,354
153040,153040,32,14,44,7,10,3,7,17,10,25,25,32,34,16,25,42,32,375
153042,153042,32,13,43,6,11,3,8,19,9,17,25,26,29,20,25,42,31,359
153044,153044,33,11,45,8,10,2,8,17,10,8,25,15,29,15,25,57,28,346
153045,153045,32,13,50,6,11,2,8,17,10,10,24,21,28,9,24,43,27,335
153047,153047,32,14,45,28,11,3,9,37,9,12,25,12,26,5,25,41,33,367
153049,153049,32,36,70,7,11,2,8,20,11,10,24,7,47,5,26,35,30,381
153051,153051,31,13,46,8,9,3,6,20,10,35,25,11,27,10,25,23,27,329
153052,153052,33,14,43,8,10,2,7,18,10,12,24,11,32,18,25,24,29,320
153054,153054,32,17,47,25,12,3,6,22,10,19,25,14,47,15,25,32,27,378
153055,153055,32,38,51,6,10,2,8,18,11,30,24,10,30,15,25,31,29,370
153057,153057,32,11,40,14,11,3,7,22,14,16,24,10,34,22,25,33,25,343
153058,153058,32,12,84,22,8,3,8,26,10,14,25,11,31,22,26,41,25,400
153060,153060,33,30,41,17,13,3,7,18,11,9,25,6,31,7,24,48,32,355
153062,153062,31,14,49,9,11,2,7,17,11,10,25,13,26,5,26,35,27,318
153063,153063,32,18,40,29,11,3,6,16,9,41,25,7,38,4,25,38,40,382
153064,153064,32,32,37,10,10,3,8,19,9,42,24,7,30,7,25,2236,33,2564
153065,153065,32,3,39,13,9,3,7,19,13,22,24,13,36,2250,25,42,30,2580
153066,153066,32,12,40,15,10,3,8,16,10,14,24,2248,32,18,25,43,30,2580
153067,153067,32,14,39,13,10,3,6,18,11,2229,24,15,29,16,26,56,30,2571
153068,153068,32,21,38,2207,31,3,9,22,11,31,24,6,31,11,25,38,26,2566
153069,153069,32,2251,63,6,8,3,8,19,11,32,25,31,42,8,25,89,27,2680
153072,153072,32,17,47,6,11,2,10,18,10,26,24,27,28,22,25,81,31,417
153074,153074,32,17,52,39,11,3,9,24,10,33,24,8,27,19,25,57,39,429
153076,153076,32,51,77,8,10,3,9,13,10,27,24,20,30,18,25,48,32,437
153077,153077,32,2,51,6,10,4,9,16,10,35,24,6,54,4,24,39,35,361
153079,153079,32,16,45,24,11,2,9,17,11,43,25,6,43,3,25,35,36,383
153081,153081,32,29,129,7,10,3,7,19,10,42,24,6,40,9,24,44,42,477
153083,153083,32,81,42,7,14,2,7,18,10,12,24,29,45,11,24,36,34,428
153085,153085,32,23,46,7,11,2,8,18,10,28,25,6,40,7,24,35,35,357
153086,153086,32,11,41,12,11,3,7,16,10,29,25,7,57,13,24,27,44,369
153088,153088,32,11,43,11,10,3,6,19,11,20,25,34,28,21,25,31,38,368
153090,153090,32,19,44,7,10,4,8,18,10,13,25,37,25,17,25,40,45,379
153091,153091,32,13,53,22,9,3,20,17,9,11,25,6,39,10,25,39,43,376
153093,153093,32,35,46,13,10,3,7,17,12,12,24,6,38,12,25,41,31,364
153095,153095,33,16,44,8,11,2,7,18,12,9,25,7,30,7,25,42,43,339
153096,153096,32,13,46,8,11,2,8,19,11,10,24,10,27,6,24,43,35,329
153097,153097,33,12,51,8,8,3,7,19,12,23,24,36,30,9,24,30,41,370
153099,153099,32,21,44,8,10,2,8,18,11,22,24,11,32,23,25,36,33,360
153101,153101,32,13,49,9,10,3,7,17,11,14,24,17,31,11,25,64,47,384
153102,153102,32,13,47,8,12,3,8,18,10,10,24,7,27,19,25,72,30,365
153104,153104,32,15,47,9,13,3,9,21,13,27,25,26,44,4,25,32,32,377
153106,153106,32,25,52,7,12,3,7,35,12,25,24,7,29,11,25,33,45,384
153108,153108,32,20,51,19,11,3,7,20,11,45,25,22,30,6,25,29,35,391
153110,153110,32,73,75,13,15,3,8,19,12,11,24,6,33,15,26,58,37,460
153113,153113,32,44,62,8,14,3,9,17,11,11,25,8,30,26,24,47,36,407
153115,153115,32,46,46,11,11,3,7,39,10,19,24,36,43,7,24,51,41,450
153117,153117,32,19,84,7,9,2,8,18,11,49,25,9,34,10,24,40,105,486
153119,153119,31,19,44,10,9,3,7,18,11,33,24,14,43,15,26,94,35,436
153121,153121,32,11,49,8,11,3,8,20,11,36,25,54,26,11,25,146,30,506
153123,153123,32,18,44,9,11,4,10,18,10,97,25,16,34,16,25,95,36,500
153125,153125,32,13,50,7,11,2,8,71,11,33,25,24,37,63,24,46,40,497
153126,153126,32,19,43,10,11,41,9,19,13,54,25,19,48,14,26,71,33,487
153127,153127,32,93,53,19,13,3,8,19,10,59,24,15,38,12,25,57,30,510
